TransactionID,AccountID,DateTime,Amount,Currency,Country,MerchantCategory,Channel,FraudPattern,Date,Hour,Weekday
TXN500590,ACC1026,2026-01-04 15:56:00,30.86,USD,Singapore,Dining,Online,,2026-01-04,15,Sunday
TXN500649,ACC1028,2026-01-04 17:42:00,54.17,USD,UAE,Utilities,POS,,2026-01-04,17,Sunday
TXN501198,ACC1052,2026-01-04 21:17:00,109.64,USD,Singapore,Dining,POS,,2026-01-04,21,Sunday
TXN500182,ACC1007,2026-01-04 22:38:00,30.83,USD,USA,Dining,ATM,,2026-01-04,22,Sunday
TXN500197,ACC1008,2026-01-05 06:37:00,30.1,USD,India,Cash Withdrawal,POS,,2026-01-05,6,Monday
TXN500235,ACC1010,2026-01-05 08:31:00,459.23,USD,UK,Electronics,POS,,2026-01-05,8,Monday
TXN501157,ACC1051,2026-01-05 11:09:00,35.9,USD,USA,Travel,Online,,2026-01-05,11,Monday
TXN500613,ACC1027,2026-01-05 11:22:00,85.8,USD,India,Electronics,Online,,2026-01-05,11,Monday
TXN501278,ACC1056,2026-01-05 11:45:00,95.01,USD,India,Electronics,POS,,2026-01-05,11,Monday
TXN500769,ACC1033,2026-01-05 12:57:00,37.93,USD,UAE,Travel,POS,,2026-01-05,12,Monday
TXN500203,ACC1008,2026-01-05 13:15:00,176.75,USD,India,Utilities,POS,,2026-01-05,13,Monday
TXN501263,ACC1055,2026-01-05 14:30:00,108.3,USD,India,Travel,ATM,,2026-01-05,14,Monday
TXN500357,ACC1015,2026-01-05 16:12:00,65.58,USD,UAE,Utilities,Online,,2026-01-05,16,Monday
TXN500575,ACC1025,2026-01-05 16:23:00,140.68,USD,USA,Electronics,POS,,2026-01-05,16,Monday
TXN501025,ACC1044,2026-01-05 16:32:00,315.7,USD,UK,Dining,ATM,,2026-01-05,16,Monday
TXN500521,ACC1023,2026-01-05 17:04:00,14.84,USD,UAE,Retail,POS,,2026-01-05,17,Monday
TXN500066,ACC1002,2026-01-05 17:37:00,226.02,USD,Singapore,Travel,Online,,2026-01-05,17,Monday
TXN500949,ACC1041,2026-01-06 00:38:00,64.01,USD,USA,Wire Transfer,ATM,,2026-01-06,0,Tuesday
TXN500419,ACC1018,2026-01-06 02:08:00,192.74,USD,India,Cash Withdrawal,Online,,2026-01-06,2,Tuesday
TXN500536,ACC1023,2026-01-06 07:57:00,69.59,USD,UAE,Online Marketplace,Online,,2026-01-06,7,Tuesday
TXN500834,ACC1035,2026-01-06 08:18:00,33.41,USD,India,Online Marketplace,ATM,,2026-01-06,8,Tuesday
TXN500932,ACC1040,2026-01-06 08:41:00,362.51,USD,Singapore,Dining,Online,,2026-01-06,8,Tuesday
TXN500441,ACC1019,2026-01-06 08:45:00,94.22,USD,USA,Electronics,Online,,2026-01-06,8,Tuesday
TXN500352,ACC1015,2026-01-06 09:21:00,251.59,USD,UAE,Travel,ATM,,2026-01-06,9,Tuesday
TXN500128,ACC1005,2026-01-06 09:27:00,40.06,USD,UAE,Cash Withdrawal,POS,,2026-01-06,9,Tuesday
TXN500195,ACC1008,2026-01-06 09:30:00,77.93,USD,India,Wire Transfer,Online,,2026-01-06,9,Tuesday
TXN500492,ACC1022,2026-01-06 10:14:00,252.64,USD,UK,Dining,POS,,2026-01-06,10,Tuesday
TXN501222,ACC1054,2026-01-06 12:33:00,88.13,USD,UAE,Retail,POS,,2026-01-06,12,Tuesday
TXN500850,ACC1036,2026-01-06 12:58:00,41.35,USD,India,Dining,ATM,,2026-01-06,12,Tuesday
TXN500253,ACC1010,2026-01-06 15:58:00,450.31,USD,UK,Utilities,Online,,2026-01-06,15,Tuesday
TXN500395,ACC1017,2026-01-06 17:01:00,192.77,USD,USA,Electronics,POS,,2026-01-06,17,Tuesday
TXN500537,ACC1023,2026-01-06 20:43:00,30.74,USD,UAE,Utilities,ATM,,2026-01-06,20,Tuesday
TXN500657,ACC1028,2026-01-06 20:50:00,67.53,USD,UAE,Wire Transfer,ATM,,2026-01-06,20,Tuesday
TXN500689,ACC1029,2026-01-06 20:57:00,126.45,USD,UK,Wire Transfer,ATM,,2026-01-06,20,Tuesday
TXN500709,ACC1030,2026-01-06 21:03:00,10.24,USD,Singapore,Travel,ATM,,2026-01-06,21,Tuesday
TXN500855,ACC1036,2026-01-07 04:11:00,239.48,USD,India,Retail,Online,,2026-01-07,4,Wednesday
TXN500062,ACC1002,2026-01-07 04:27:00,56.42,USD,Singapore,Utilities,POS,,2026-01-07,4,Wednesday
TXN500179,ACC1007,2026-01-07 07:23:00,52.55,USD,USA,Online Marketplace,ATM,,2026-01-07,7,Wednesday
TXN501181,ACC1052,2026-01-07 07:39:00,78.41,USD,Singapore,Travel,Online,,2026-01-07,7,Wednesday
TXN500116,ACC1004,2026-01-07 08:20:00,87.48,USD,UAE,Dining,Online,,2026-01-07,8,Wednesday
TXN501235,ACC1054,2026-01-07 10:19:00,32.35,USD,UAE,Online Marketplace,Online,,2026-01-07,10,Wednesday
TXN501460,ACC1006,2026-01-07 12:00:00,1000.0,USD,India,Wire Transfer,Wire,ROUND_AMOUNT,2026-01-07,12,Wednesday
TXN500149,ACC1006,2026-01-07 12:44:00,106.67,USD,India,Travel,ATM,,2026-01-07,12,Wednesday
TXN500414,ACC1018,2026-01-07 13:12:00,210.59,USD,India,Cash Withdrawal,ATM,,2026-01-07,13,Wednesday
TXN501168,ACC1051,2026-01-07 14:25:00,110.78,USD,USA,Online Marketplace,ATM,,2026-01-07,14,Wednesday
TXN500445,ACC1020,2026-01-07 14:33:00,20.61,USD,UAE,Dining,ATM,,2026-01-07,14,Wednesday
TXN500035,ACC1001,2026-01-07 14:41:00,139.81,USD,India,Electronics,POS,,2026-01-07,14,Wednesday
TXN500842,ACC1036,2026-01-07 15:26:00,122.41,USD,India,Online Marketplace,Online,,2026-01-07,15,Wednesday
TXN500921,ACC1039,2026-01-07 16:40:00,175.26,USD,Singapore,Utilities,Online,,2026-01-07,16,Wednesday
TXN501466,ACC1055,2026-01-07 17:00:00,2000.0,USD,India,Wire Transfer,Wire,ROUND_AMOUNT,2026-01-07,17,Wednesday
TXN500012,ACC1000,2026-01-07 17:09:00,43.85,USD,India,Travel,ATM,,2026-01-07,17,Wednesday
TXN500358,ACC1015,2026-01-07 17:21:00,51.43,USD,UAE,Utilities,POS,,2026-01-07,17,Wednesday
TXN500820,ACC1035,2026-01-07 17:37:00,173.98,USD,India,Electronics,Online,,2026-01-07,17,Wednesday
TXN501336,ACC1058,2026-01-07 19:34:00,49.24,USD,Singapore,Retail,Online,,2026-01-07,19,Wednesday
TXN500792,ACC1034,2026-01-07 20:45:00,80.39,USD,Singapore,Dining,Online,,2026-01-07,20,Wednesday
TXN500267,ACC1011,2026-01-07 22:38:00,289.79,USD,India,Utilities,Online,,2026-01-07,22,Wednesday
TXN500826,ACC1035,2026-01-08 00:17:00,246.67,USD,India,Dining,POS,,2026-01-08,0,Thursday
TXN500284,ACC1012,2026-01-08 00:19:00,21.89,USD,India,Dining,POS,,2026-01-08,0,Thursday
TXN501120,ACC1049,2026-01-08 02:41:00,171.67,USD,USA,Travel,ATM,,2026-01-08,2,Thursday
TXN500400,ACC1017,2026-01-08 06:26:00,203.17,USD,USA,Online Marketplace,Online,,2026-01-08,6,Thursday
TXN500764,ACC1033,2026-01-08 06:44:00,61.16,USD,UAE,Electronics,POS,,2026-01-08,6,Thursday
TXN500304,ACC1013,2026-01-08 09:18:00,115.51,USD,India,Electronics,ATM,,2026-01-08,9,Thursday
TXN500524,ACC1023,2026-01-08 13:42:00,111.45,USD,UAE,Online Marketplace,ATM,,2026-01-08,13,Thursday
TXN500431,ACC1019,2026-01-08 15:33:00,22.99,USD,USA,Dining,ATM,,2026-01-08,15,Thursday
TXN500722,ACC1031,2026-01-08 16:14:00,14.31,USD,Singapore,Wire Transfer,Online,,2026-01-08,16,Thursday
TXN501141,ACC1050,2026-01-08 17:17:00,51.02,USD,Singapore,Retail,ATM,,2026-01-08,17,Thursday
TXN500480,ACC1021,2026-01-08 20:04:00,182.66,USD,USA,Online Marketplace,POS,,2026-01-08,20,Thursday
TXN501163,ACC1051,2026-01-08 20:21:00,19.09,USD,USA,Cash Withdrawal,Online,,2026-01-08,20,Thursday
TXN500688,ACC1029,2026-01-08 22:09:00,47.59,USD,UK,Utilities,POS,,2026-01-08,22,Thursday
TXN500490,ACC1022,2026-01-09 04:02:00,147.45,USD,UK,Online Marketplace,ATM,,2026-01-09,4,Friday
TXN500773,ACC1033,2026-01-09 04:35:00,117.82,USD,UAE,Wire Transfer,ATM,,2026-01-09,4,Friday
TXN501217,ACC1053,2026-01-09 06:28:00,36.37,USD,USA,Online Marketplace,ATM,,2026-01-09,6,Friday
TXN500707,ACC1030,2026-01-09 07:41:00,21.07,USD,Singapore,Online Marketplace,POS,,2026-01-09,7,Friday
TXN500955,ACC1041,2026-01-09 08:12:00,61.93,USD,USA,Online Marketplace,Online,,2026-01-09,8,Friday
TXN501206,ACC1053,2026-01-09 12:46:00,69.17,USD,USA,Electronics,POS,,2026-01-09,12,Friday
TXN500047,ACC1001,2026-01-09 13:43:00,44.05,USD,India,Dining,Online,,2026-01-09,13,Friday
TXN500354,ACC1015,2026-01-09 15:29:00,57.75,USD,UAE,Retail,Online,,2026-01-09,15,Friday
TXN500055,ACC1002,2026-01-09 18:23:00,168.66,USD,Singapore,Utilities,POS,,2026-01-09,18,Friday
TXN500076,ACC1003,2026-01-09 22:17:00,139.73,USD,UAE,Cash Withdrawal,ATM,,2026-01-09,22,Friday
TXN500023,ACC1001,2026-01-09 22:34:00,70.86,USD,India,Travel,POS,,2026-01-09,22,Friday
TXN500479,ACC1021,2026-01-10 02:22:00,1065.28,USD,USA,Electronics,ATM,,2026-01-10,2,Saturday
TXN500637,ACC1028,2026-01-10 06:14:00,139.89,USD,UAE,Online Marketplace,POS,,2026-01-10,6,Saturday
TXN500160,ACC1006,2026-01-10 06:26:00,120.41,USD,India,Online Marketplace,ATM,,2026-01-10,6,Saturday
TXN500299,ACC1013,2026-01-10 06:49:00,138.6,USD,India,Online Marketplace,Online,,2026-01-10,6,Saturday
TXN500741,ACC1031,2026-01-10 07:20:00,12.72,USD,Singapore,Travel,ATM,,2026-01-10,7,Saturday
TXN501175,ACC1051,2026-01-10 08:27:00,33.83,USD,USA,Cash Withdrawal,ATM,,2026-01-10,8,Saturday
TXN500943,ACC1041,2026-01-10 09:32:00,119.72,USD,USA,Electronics,Online,,2026-01-10,9,Saturday
TXN500573,ACC1025,2026-01-10 11:38:00,89.5,USD,USA,Online Marketplace,ATM,,2026-01-10,11,Saturday
TXN500031,ACC1001,2026-01-10 12:17:00,38.8,USD,India,Online Marketplace,POS,,2026-01-10,12,Saturday
TXN500153,ACC1006,2026-01-10 13:43:00,36.16,USD,India,Retail,POS,,2026-01-10,13,Saturday
TXN501368,ACC1059,2026-01-10 14:59:00,28.79,USD,India,Utilities,Online,,2026-01-10,14,Saturday
TXN500937,ACC1040,2026-01-10 15:09:00,26.6,USD,Singapore,Retail,Online,,2026-01-10,15,Saturday
TXN501160,ACC1051,2026-01-10 15:50:00,49.78,USD,USA,Online Marketplace,POS,,2026-01-10,15,Saturday
TXN501142,ACC1050,2026-01-10 17:04:00,230.01,USD,Singapore,Dining,ATM,,2026-01-10,17,Saturday
TXN500065,ACC1002,2026-01-10 21:44:00,138.56,USD,Singapore,Travel,ATM,,2026-01-10,21,Saturday
TXN501080,ACC1047,2026-01-11 04:39:00,143.34,USD,UK,Travel,POS,,2026-01-11,4,Sunday
TXN501073,ACC1047,2026-01-11 06:14:00,71.46,USD,UK,Cash Withdrawal,Online,,2026-01-11,6,Sunday
TXN500105,ACC1004,2026-01-11 06:14:00,57.68,USD,UAE,Wire Transfer,ATM,,2026-01-11,6,Sunday
TXN501332,ACC1058,2026-01-11 06:46:00,199.71,USD,Singapore,Utilities,Online,,2026-01-11,6,Sunday
TXN501456,ACC1055,2026-01-11 08:00:00,577.02,USD,India,Retail,POS,GEO_ANOMALY,2026-01-11,8,Sunday
TXN500317,ACC1014,2026-01-11 08:24:00,123.19,USD,UAE,Cash Withdrawal,POS,,2026-01-11,8,Sunday
TXN500660,ACC1028,2026-01-11 08:32:00,58.56,USD,UAE,Dining,POS,,2026-01-11,8,Sunday
TXN501457,ACC1055,2026-01-11 10:00:00,1778.57,USD,Germany,Cash Withdrawal,ATM,GEO_ANOMALY,2026-01-11,10,Sunday
TXN501172,ACC1051,2026-01-11 10:27:00,85.89,USD,USA,Travel,POS,,2026-01-11,10,Sunday
TXN500309,ACC1013,2026-01-11 12:11:00,109.11,USD,India,Retail,POS,,2026-01-11,12,Sunday
TXN500542,ACC1024,2026-01-11 12:22:00,24.13,USD,UK,Retail,POS,,2026-01-11,12,Sunday
TXN500315,ACC1014,2026-01-11 13:09:00,215.92,USD,UAE,Cash Withdrawal,Online,,2026-01-11,13,Sunday
TXN500532,ACC1023,2026-01-11 14:54:00,14.95,USD,UAE,Retail,POS,,2026-01-11,14,Sunday
TXN501348,ACC1058,2026-01-11 22:38:00,154.61,USD,Singapore,Travel,Online,,2026-01-11,22,Sunday
TXN501244,ACC1054,2026-01-12 02:26:00,26.75,USD,UAE,Travel,POS,,2026-01-12,2,Monday
TXN500141,ACC1006,2026-01-12 08:25:00,81.84,USD,India,Dining,Online,,2026-01-12,8,Monday
TXN501229,ACC1054,2026-01-12 08:44:00,158.78,USD,UAE,Travel,ATM,,2026-01-12,8,Monday
TXN500177,ACC1007,2026-01-12 09:20:00,67.47,USD,USA,Electronics,Online,,2026-01-12,9,Monday
TXN500751,ACC1032,2026-01-12 09:39:00,29.05,USD,UAE,Online Marketplace,ATM,,2026-01-12,9,Monday
TXN500204,ACC1008,2026-01-12 10:06:00,172.16,USD,India,Electronics,Online,,2026-01-12,10,Monday
TXN500305,ACC1013,2026-01-12 13:32:00,65.44,USD,India,Wire Transfer,Online,,2026-01-12,13,Monday
TXN500633,ACC1027,2026-01-12 14:16:00,57.85,USD,India,Electronics,Online,,2026-01-12,14,Monday
TXN500640,ACC1028,2026-01-12 15:06:00,20.79,USD,UAE,Electronics,Online,,2026-01-12,15,Monday
TXN500853,ACC1036,2026-01-12 16:04:00,37.58,USD,India,Electronics,Online,,2026-01-12,16,Monday
TXN500742,ACC1031,2026-01-12 17:42:00,21.08,USD,Singapore,Cash Withdrawal,Online,,2026-01-12,17,Monday
TXN500708,ACC1030,2026-01-12 19:53:00,323.54,USD,Singapore,Cash Withdrawal,POS,,2026-01-12,19,Monday
TXN500852,ACC1036,2026-01-12 19:53:00,40.45,USD,India,Online Marketplace,POS,,2026-01-12,19,Monday
TXN500334,ACC1014,2026-01-12 21:14:00,36.25,USD,UAE,Online Marketplace,Online,,2026-01-12,21,Monday
TXN501143,ACC1050,2026-01-13 04:14:00,58.26,USD,Singapore,Wire Transfer,POS,,2026-01-13,4,Tuesday
TXN500646,ACC1028,2026-01-13 06:07:00,52.17,USD,UAE,Wire Transfer,Online,,2026-01-13,6,Tuesday
TXN500721,ACC1031,2026-01-13 07:15:00,87.97,USD,Singapore,Utilities,ATM,,2026-01-13,7,Tuesday
TXN501358,ACC1059,2026-01-13 08:37:00,94.88,USD,India,Wire Transfer,Online,,2026-01-13,8,Tuesday
TXN500001,ACC1000,2026-01-13 10:29:00,104.28,USD,India,Cash Withdrawal,POS,,2026-01-13,10,Tuesday
TXN500417,ACC1018,2026-01-13 10:50:00,269.36,USD,India,Cash Withdrawal,ATM,,2026-01-13,10,Tuesday
TXN501134,ACC1050,2026-01-13 12:04:00,100.3,USD,Singapore,Retail,POS,,2026-01-13,12,Tuesday
TXN501111,ACC1048,2026-01-13 12:13:00,56.17,USD,India,Online Marketplace,Online,,2026-01-13,12,Tuesday
TXN500691,ACC1029,2026-01-13 12:40:00,48.19,USD,UK,Wire Transfer,POS,,2026-01-13,12,Tuesday
TXN501065,ACC1046,2026-01-13 15:03:00,48.13,USD,India,Dining,Online,,2026-01-13,15,Tuesday
TXN500337,ACC1015,2026-01-13 17:41:00,31.72,USD,UAE,Cash Withdrawal,POS,,2026-01-13,17,Tuesday
TXN500857,ACC1037,2026-01-13 17:56:00,31.53,USD,UK,Retail,POS,,2026-01-13,17,Tuesday
TXN500221,ACC1009,2026-01-13 19:41:00,535.5,USD,USA,Retail,Online,,2026-01-13,19,Tuesday
TXN500158,ACC1006,2026-01-13 21:13:00,102.15,USD,India,Dining,Online,,2026-01-13,21,Tuesday
TXN500241,ACC1010,2026-01-13 23:23:00,32.68,USD,UK,Cash Withdrawal,POS,,2026-01-13,23,Tuesday
TXN500805,ACC1034,2026-01-14 00:42:00,45.1,USD,Singapore,Cash Withdrawal,ATM,,2026-01-14,0,Wednesday
TXN500363,ACC1016,2026-01-14 03:42:00,60.47,USD,USA,Utilities,Online,,2026-01-14,3,Wednesday
TXN501046,ACC1045,2026-01-14 05:05:00,147.72,USD,USA,Online Marketplace,ATM,,2026-01-14,5,Wednesday
TXN501210,ACC1053,2026-01-14 06:01:00,322.02,USD,USA,Utilities,ATM,,2026-01-14,6,Wednesday
TXN500696,ACC1030,2026-01-14 06:29:00,50.47,USD,Singapore,Cash Withdrawal,Online,,2026-01-14,6,Wednesday
TXN500964,ACC1042,2026-01-14 06:38:00,126.23,USD,Singapore,Electronics,Online,,2026-01-14,6,Wednesday
TXN501010,ACC1044,2026-01-14 06:41:00,41.19,USD,UK,Utilities,Online,,2026-01-14,6,Wednesday
TXN501103,ACC1048,2026-01-14 08:08:00,436.83,USD,India,Online Marketplace,ATM,,2026-01-14,8,Wednesday
TXN501300,ACC1056,2026-01-14 09:41:00,89.08,USD,India,Electronics,Online,,2026-01-14,9,Wednesday
TXN500130,ACC1005,2026-01-14 10:23:00,42.39,USD,UAE,Online Marketplace,ATM,,2026-01-14,10,Wednesday
TXN500412,ACC1018,2026-01-14 10:56:00,24.24,USD,India,Utilities,ATM,,2026-01-14,10,Wednesday
TXN500807,ACC1034,2026-01-14 11:21:00,81.44,USD,Singapore,Utilities,ATM,,2026-01-14,11,Wednesday
TXN501221,ACC1053,2026-01-14 11:52:00,22.9,USD,USA,Retail,POS,,2026-01-14,11,Wednesday
TXN501033,ACC1045,2026-01-14 12:32:00,95.52,USD,USA,Utilities,Online,,2026-01-14,12,Wednesday
TXN500268,ACC1011,2026-01-14 13:13:00,18.41,USD,India,Travel,ATM,,2026-01-14,13,Wednesday
TXN500444,ACC1020,2026-01-14 13:37:00,61.55,USD,UAE,Dining,POS,,2026-01-14,13,Wednesday
TXN501308,ACC1057,2026-01-14 14:38:00,66.14,USD,UAE,Wire Transfer,Online,,2026-01-14,14,Wednesday
TXN500059,ACC1002,2026-01-14 15:09:00,89.85,USD,Singapore,Utilities,Online,,2026-01-14,15,Wednesday
TXN500593,ACC1026,2026-01-14 16:34:00,102.63,USD,Singapore,Travel,Online,,2026-01-14,16,Wednesday
TXN500175,ACC1007,2026-01-14 17:21:00,85.54,USD,USA,Wire Transfer,ATM,,2026-01-14,17,Wednesday
TXN500528,ACC1023,2026-01-14 20:33:00,69.64,USD,UAE,Travel,POS,,2026-01-14,20,Wednesday
TXN500058,ACC1002,2026-01-14 21:08:00,50.49,USD,Singapore,Utilities,POS,,2026-01-14,21,Wednesday
TXN501284,ACC1056,2026-01-15 00:39:00,157.75,USD,India,Electronics,POS,,2026-01-15,0,Thursday
TXN500586,ACC1025,2026-01-15 01:21:00,83.38,USD,USA,Electronics,ATM,,2026-01-15,1,Thursday
TXN500472,ACC1021,2026-01-15 02:35:00,8.4,USD,USA,Dining,ATM,,2026-01-15,2,Thursday
TXN500953,ACC1041,2026-01-15 06:51:00,21.62,USD,USA,Retail,ATM,,2026-01-15,6,Thursday
TXN501468,ACC1048,2026-01-15 10:00:00,2000.0,USD,India,Wire Transfer,Wire,ROUND_AMOUNT,2026-01-15,10,Thursday
TXN500291,ACC1012,2026-01-15 10:20:00,55.3,USD,India,Travel,ATM,,2026-01-15,10,Thursday
TXN500164,ACC1007,2026-01-15 12:41:00,31.86,USD,USA,Travel,Online,,2026-01-15,12,Thursday
TXN501345,ACC1058,2026-01-15 13:58:00,156.74,USD,Singapore,Travel,ATM,,2026-01-15,13,Thursday
TXN500248,ACC1010,2026-01-15 14:01:00,37.04,USD,UK,Travel,POS,,2026-01-15,14,Thursday
TXN501260,ACC1055,2026-01-15 14:21:00,63.42,USD,India,Wire Transfer,ATM,,2026-01-15,14,Thursday
TXN500927,ACC1040,2026-01-15 14:28:00,40.32,USD,Singapore,Dining,ATM,,2026-01-15,14,Thursday
TXN500015,ACC1000,2026-01-15 14:34:00,14.12,USD,India,Utilities,ATM,,2026-01-15,14,Thursday
TXN501100,ACC1048,2026-01-15 14:39:00,91.09,USD,India,Online Marketplace,Online,,2026-01-15,14,Thursday
TXN500251,ACC1010,2026-01-15 15:30:00,21.44,USD,UK,Online Marketplace,Online,,2026-01-15,15,Thursday
TXN501034,ACC1045,2026-01-15 16:16:00,119.4,USD,USA,Utilities,ATM,,2026-01-15,16,Thursday
TXN500902,ACC1039,2026-01-15 16:35:00,46.81,USD,Singapore,Online Marketplace,ATM,,2026-01-15,16,Thursday
TXN500344,ACC1015,2026-01-15 17:31:00,42.26,USD,UAE,Retail,ATM,,2026-01-15,17,Thursday
TXN500582,ACC1025,2026-01-15 17:46:00,45.89,USD,USA,Travel,Online,,2026-01-15,17,Thursday
TXN500078,ACC1003,2026-01-15 18:16:00,50.95,USD,UAE,Travel,ATM,,2026-01-15,18,Thursday
TXN500568,ACC1025,2026-01-15 20:12:00,26.92,USD,USA,Travel,ATM,,2026-01-15,20,Thursday
TXN500704,ACC1030,2026-01-16 00:53:00,18.77,USD,Singapore,Dining,POS,,2026-01-16,0,Friday
